"Self_employed","Org_size","Mental_ill","Is_tech","Benefits","Anonymity","Absence","Coworkers","Ment_phy","Age","Gender","US_state","Country","US_state_work"
"Yes","","Yes",NA,"","","","","",27,"Male","","Canada",""
"No","More than 1000","Yes","No","Yes","Yes","I don't know","No","I don't know",27,"Male","Texas","United States of America","Texas"
"Yes","","No",NA,"","","","","",35,"Male","","Germany",""
"No","6-25","No","Yes","No","I don't know","I don't know","Maybe","No",24,"Male","","United Kingdom",""
"No","100-500","Yes","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","No","I don't know",31,"Others","","Switzerland",""
"No","26-100","No","Yes","I don't know","Yes","Somewhat easy","Maybe","Yes",31,"Male","","Germany",""
"No","More than 1000","No","Yes","Yes","Yes","Somewhat easy","Yes","Yes",32,"Male","California","United States of America","California"
"No","More than 1000","Yes","Yes","No","I don't know","Very easy","No","Yes",33,"Male","","Australia",""
"Yes","","Yes",NA,"","","","","",56,"Male","California","United States of America","California"
"No","More than 1000","No","Yes","Yes","No","Somewhat difficult","Maybe","No",43,"Male","California","United States of America","California"
"No","More than 1000","Yes","Yes","Yes","Yes","Very easy","Maybe","I don't know",49,"Male","","Australia",""
"No","26-100","No","Yes","No","I don't know","Neither easy nor difficult","Maybe","Yes",35,"Male","","Bulgaria",""
"No","More than 1000","Yes","Yes","Yes","Yes","Very difficult","Yes","No",53,"Male","","Canada",""
"No","100-500","Yes","Yes","I don't know","No","I don't know","No","Yes",45,"Male","Maryland","United States of America","Maryland"
"No","100-500","No","Yes","Yes","I don't know","Very difficult","No","No",40,"Male","Massachusetts","United States of America","Massachusetts"
"No","More than 1000","No","No","Not eligible for coverage / N/A","Yes","I don't know","No","I don't know",52,"Male","New Hampshire","United States of America","New Hampshire"
"Yes","","Yes",NA,"","","","","",30,"Male","","United Kingdom",""
"No","More than 1000","Yes","Yes","Yes","Yes","I don't know","Maybe","No",41,"Male","","New Zealand",""
"Yes","","Yes",NA,"","","","","",31,"Male","","Netherlands",""
"No","100-500","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat easy","Maybe","Yes",31,"Male","","Switzerland",""
"Yes","","No",NA,"","","","","",24,"Others","New Mexico","United States of America","New Mexico"
"No","100-500","Yes","Yes","No","I don't know","Somewhat easy","No","No",44,"Male","","Australia",""
"No","More than 1000","Yes","Yes","Yes","I don't know","Very difficult","Maybe","I don't know",37,"Male","Wisconsin","United States of America","Wisconsin"
"No","6-25","Yes","No","No","I don't know","Somewhat difficult","No","No",22,"Male","","Brazil",""
"No","26-100","Yes","Yes","Yes","I don't know","Somewhat easy","No","Yes",31,"Female","Tennessee","United States of America","Tennessee"
"No","26-100","No","Yes","No","I don't know","I don't know","No","No",36,"Female","","Bulgaria",""
"Yes","","Yes",NA,"","","","","",28,"Male","","Romania",""
"No","500-1000","No","No","I don't know","I don't know","Somewhat easy","No","No",25,"Female","Iowa","United States of America","Iowa"
"Yes","","No",NA,"","","","","",49,"Male","Kentucky","United States of America","Kentucky"
"No","1-5","Yes","Yes","Not eligible for coverage / N/A","I don't know","Very easy","Yes","Yes",22,"Female","New Jersey","United States of America","New Jersey"
"Yes","","Yes",NA,"","","","","",43,"Male","Massachusetts","United States of America","Massachusetts"
"Yes","","Yes",NA,"","","","","",33,"Male","Indiana","United States of America","Indiana"
"No","500-1000","Yes","Yes","Yes","I don't know","Very difficult","No","No",36,"Female","Kentucky","United States of America","Kentucky"
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","No","No",26,"Female","California","United States of America","California"
"No","More than 1000","Yes","No","Yes","I don't know","Somewhat easy","Maybe","No",43,"Male","Tennessee","United States of America","Tennessee"
"Yes","","No",NA,"","","","","",21,"Male","New York","United States of America","New York"
"No","More than 1000","Yes","Yes","Not eligible for coverage / N/A","I don't know","Neither easy nor difficult","No","I don't know",39,"Male","","Australia",""
"No","More than 1000","Yes","No","Yes","I don't know","Neither easy nor difficult","Yes","I don't know",46,"Male","","United Kingdom",""
"No","1-5","No","Yes","Not eligible for coverage / N/A","No","Somewhat difficult","Maybe","Yes",32,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",31,"Male","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",39,"Female","","United Kingdom",""
"No","100-500","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","No","I don't know",44,"Male","","Sweden",""
"No","More than 1000","Yes","No","Yes","Yes","Neither easy nor difficult","No","Yes",36,"Male","California","United States of America","California"
"No","More than 1000","No","No","I don't know","I don't know","Very easy","Maybe","Yes",31,"Female","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",30,"Others","Colorado","United States of America","Colorado"
"No","100-500","Yes","Yes","Yes","Yes","Very difficult","Maybe","I don't know",36,"Male","Idaho","United States of America","Idaho"
"Yes","","No",NA,"","","","","",31,"Male","New Mexico","United States of America","New Mexico"
"No","1-5","No","Yes","No","Yes","Somewhat difficult","No","I don't know",23,"Male","","Canada",""
"No","26-100","Yes","Yes","Yes","Yes","Somewhat easy","No","I don't know",23,"Male","","Canada",""
"Yes","","Yes",NA,"","","","","",30,"Female","Washington","United States of America","Washington"
"Yes","","No",NA,"","","","","",34,"Male","","Canada",""
"No","6-25","No","Yes","No","I don't know","Very easy","Yes","Yes",49,"Female","Georgia","United States of America","Georgia"
"No","6-25","No","Yes","No","I don't know","Somewhat difficult","Maybe","I don't know",25,"Male","","Bosnia and Herzegovina",""
"No","6-25","No","No","No","I don't know","Very difficult","Maybe","I don't know",39,"Male","","United Kingdom",""
"No","More than 1000","No","Yes","No","Yes","Somewhat easy","No","Yes",37,"Male","","Germany",""
"No","26-100","No","Yes","I don't know","I don't know","Somewhat easy","Yes","I don't know",26,"Male","California","United States of America","California"
"No","100-500","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","Maybe","No",41,"Male","Michigan","United States of America","Michigan"
"No","6-25","No","Yes","No","I don't know","Very easy","Maybe","I don't know",28,"Male","","Netherlands",""
"No","100-500","Yes","Yes","Not eligible for coverage / N/A","Yes","Neither easy nor difficult","Maybe","I don't know",33,"Male","","Sweden",""
"No","100-500","No","No","No","Yes","Somewhat difficult","Yes","No",74,"Female","California","United States of America","California"
"No","100-500","Yes","No","I don't know","I don't know","Very easy","No","Yes",28,"Male","","Netherlands",""
"No","6-25","Yes","Yes","No","No","Neither easy nor difficult","No","No",47,"Male","Illinois","United States of America","Illinois"
"No","100-500","No","No","I don't know","I don't know","Somewhat difficult","No","I don't know",25,"Male","","Bosnia and Herzegovina",""
"No","100-500","Yes","No","Yes","Yes","Very easy","Maybe","No",51,"Male","Rhode Island","United States of America","Massachusetts"
"No","More than 1000","Yes","Yes","Yes","I don't know","Somewhat difficult","No","I don't know",26,"Male","California","United States of America","California"
"No","26-100","No","Yes","Yes","I don't know","Neither easy nor difficult","Maybe","No",24,"Male","Ohio","United States of America","Ohio"
"Yes","","Yes",NA,"","","","","",33,"Female","North Carolina","United States of America","North Carolina"
"No","26-100","Yes","Yes","Yes","I don't know","I don't know","No","I don't know",32,"Female","North Carolina","United States of America","North Carolina"
"No","6-25","No","Yes","Yes","Yes","Very difficult","No","I don't know",57,"Male","North Carolina","United States of America","North Carolina"
"No","More than 1000","Yes","No","Yes","I don't know","Somewhat easy","Maybe","Yes",39,"Male","North Carolina","United States of America","North Carolina"
"No","6-25","Yes","Yes","No","I don't know","Somewhat difficult","No","I don't know",26,"Female","Illinois","United States of America","Illinois"
"No","100-500","No","No","I don't know","Yes","I don't know","No","I don't know",38,"Male","Colorado","United States of America","Colorado"
"No","1-5","Yes","Yes","Yes","I don't know","Very difficult","Yes","Yes",33,"Male","","Finland",""
"No","6-25","No","Yes","Yes","Yes","I don't know","No","I don't know",30,"Male","Ohio","United States of America","Ohio"
"No","100-500","Yes","Yes","I don't know","I don't know","Somewhat difficult","Maybe","I don't know",25,"Female","Illinois","United States of America","Illinois"
"No","26-100","Yes","Yes","Yes","Yes","Neither easy nor difficult","Yes","No",40,"Male","Michigan","United States of America","Michigan"
"No","More than 1000","Yes","No","Yes","Yes","Somewhat easy","Yes","Yes",26,"Female","Illinois","United States of America","Illinois"
"No","More than 1000","Yes","No","Yes","I don't know","Neither easy nor difficult","Yes","No",34,"Male","South Dakota","United States of America","South Dakota"
"No","More than 1000","Yes","No","Yes","I don't know","I don't know","No","I don't know",46,"Female","Michigan","United States of America","Michigan"
"No","More than 1000","Yes","No","Not eligible for coverage / N/A","I don't know","Very difficult","No","No",31,"Female","Ohio","United States of America","Ohio"
"Yes","","Yes",NA,"","","","","",42,"Male","","Ireland",""
"No","More than 1000","No","Yes","I don't know","I don't know","I don't know","Yes","No",30,"Male","Michigan","United States of America","Michigan"
"Yes","","Yes",NA,"","","","","",26,"Others","Indiana","United States of America","Indiana"
"No","1-5","Yes","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","Maybe","No",29,"Male","","Austria",""
"No","100-500","Yes","Yes","Yes","I don't know","Very easy","Yes","Yes",31,"Male","California","United States of America","California"
"No","26-100","Yes","Yes","I don't know","I don't know","Somewhat easy","Yes","I don't know",40,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","26-100","Yes","Yes","Yes","I don't know","Very easy","Yes","I don't know",39,"Male","Texas","United States of America","Texas"
"No","26-100","No","Yes","Yes","I don't know","Very easy","Maybe","Yes",37,"Male","Michigan","United States of America","Michigan"
"No","26-100","No","Yes","I don't know","I don't know","Very easy","Yes","Yes",27,"Male","Virginia","United States of America","Virginia"
"No","26-100","No","Yes","I don't know","I don't know","Somewhat difficult","No","I don't know",45,"Male","Alabama","United States of America","Alabama"
"No","26-100","No","Yes","I don't know","Yes","Very easy","Maybe","I don't know",29,"Male","Michigan","United States of America","Michigan"
"No","26-100","No","Yes","Yes","Yes","Very easy","Yes","Yes",47,"Female","Michigan","United States of America","Michigan"
"No","100-500","No","Yes","I don't know","Yes","Very easy","Yes","Yes",33,"Male","Oklahoma","United States of America","Oklahoma"
"No","26-100","No","Yes","I don't know","Yes","I don't know","No","I don't know",32,"Male","Washington","United States of America","Washington"
"No","26-100","No","Yes","I don't know","I don't know","Very easy","Yes","Yes",29,"Male","Michigan","United States of America","Michigan"
"No","26-100","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",36,"Male","Michigan","United States of America","Michigan"
"No","6-25","No","Yes","I don't know","I don't know","Somewhat difficult","No","I don't know",35,"Female","Oklahoma","United States of America","Oklahoma"
"No","26-100","No","Yes","Yes","I don't know","Very easy","Maybe","Yes",40,"Male","Alaska","United States of America","Alaska"
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","No","I don't know",36,"Male","Delaware","United States of America","Delaware"
"No","More than 1000","No","No","I don't know","I don't know","I don't know","No","I don't know",39,"Female","Oklahoma","United States of America","Oklahoma"
"No","26-100","No","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",38,"Male","Alaska","United States of America","Alaska"
"No","1-5","Yes","Yes","I don't know","Yes","Very easy","Yes","Yes",23,"Male","Oklahoma","United States of America","Oklahoma"
"No","500-1000","No","No","No","No","Neither easy nor difficult","No","I don't know",29,"Male","Oklahoma","United States of America","Oklahoma"
"No","100-500","No","Yes","I don't know","I don't know","Very easy","Maybe","Yes",38,"Male","Pennsylvania","United States of America","Michigan"
"No","More than 1000","Yes","No","Yes","I don't know","Very difficult","Maybe","No",34,"Female","Ohio","United States of America","Ohio"
"No","More than 1000","Yes","Yes","No","I don't know","Very easy","No","No",28,"Male","","Brazil",""
"No","6-25","Yes","Yes","No","Yes","Very easy","Yes","Yes",38,"Male","","New Zealand",""
"No","26-100","No","Yes","Yes","Yes","Very difficult","No","No",25,"Female","North Carolina","United States of America","North Carolina"
"No","More than 1000","Yes","No","Yes","Yes","Somewhat easy","Yes","Yes",36,"Female","Michigan","United States of America","Michigan"
"No","More than 1000","Yes","Yes","Not eligible for coverage / N/A","I don't know","Very difficult","No","No",57,"Female","Colorado","United States of America","Colorado"
"No","More than 1000","Yes","No","I don't know","I don't know","Very difficult","No","No",46,"Male","","Ireland",""
"No","More than 1000","Yes","Yes","Yes","I don't know","Very difficult","No","No",49,"Male","California","United States of America","California"
"No","More than 1000","Yes","Yes","I don't know","Yes","Neither easy nor difficult","No","No",34,"Male","North Carolina","United States of America","North Carolina"
"No","26-100","No","Yes","I don't know","Yes","Very easy","Maybe","Yes",43,"Male","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",35,"Male","","Ireland",""
"Yes","","Yes",NA,"","","","","",32,"Male","Nebraska","United States of America","Nebraska"
"No","More than 1000","No","No","Not eligible for coverage / N/A","I don't know","Very easy","No","Yes",24,"Male","","Sweden",""
"No","More than 1000","Yes","No","Yes","I don't know","Very difficult","Maybe","No",33,"Male","California","United States of America","California"
"No","1-5","No","Yes","I don't know","Yes","Somewhat easy","Yes","Yes",28,"Male","","Finland",""
"No","More than 1000","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",48,"Male","","Germany",""
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","Maybe","Yes",33,"Female","Georgia","United States of America","Georgia"
"No","100-500","No","Yes","Not eligible for coverage / N/A","I don't know","Very easy","No","Yes",40,"Male","","United States of America","New Jersey"
"Yes","","Yes",NA,"","","","","",22,"Male","California","United States of America","California"
"No","100-500","Yes","Yes","No","I don't know","Somewhat difficult","No","I don't know",22,"Female","Texas","United States of America","Texas"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",23,"Female","Washington","United States of America","Washington"
"No","More than 1000","Yes","No","No","I don't know","Somewhat easy","Yes","Yes",33,"Male","","Germany",""
"No","6-25","Yes","Yes","I don't know","No","Very difficult","Maybe","No",29,"Male","","Netherlands",""
"No","More than 1000","Yes","Yes","Yes","I don't know","Neither easy nor difficult","Yes","No",32,"Male","Washington","United States of America","Washington"
"No","26-100","Yes","Yes","Yes","I don't know","Somewhat difficult","No","No",43,"Male","Tennessee","United States of America","Tennessee"
"No","More than 1000","No","No","Yes","I don't know","Very easy","Yes","Yes",49,"Male","Minnesota","United States of America","Minnesota"
"No","More than 1000","No","No","No","I don't know","Very easy","Maybe","I don't know",44,"Male","","Sweden",""
"Yes","","No",NA,"","","","","",29,"Male","Vermont","United States of America","Vermont"
"No","26-100","No","Yes","No","I don't know","Somewhat difficult","No","I don't know",27,"Male","","Canada",""
"No","6-25","No","No","I don't know","I don't know","Very difficult","Maybe","No",30,"Male","North Dakota","United States of America","North Dakota"
"No","1-5","No","Yes","No","I don't know","Very difficult","Maybe","I don't know",43,"Female","California","United States of America","California"
"No","26-100","Yes","Yes","Yes","I don't know","I don't know","No","I don't know",30,"Female","Minnesota","United States of America","Minnesota"
"No","26-100","Yes","No","Yes","I don't know","Somewhat difficult","Maybe","I don't know",33,"Female","Ohio","United States of America","Ohio"
"Yes","","Yes",NA,"","","","","",27,"Female","Texas","United States of America","Texas"
"No","6-25","No","Yes","I don't know","Yes","Somewhat difficult","No","No",26,"Female","Minnesota","United States of America","Minnesota"
"No","100-500","Yes","No","I don't know","I don't know","Somewhat difficult","No","Yes",47,"Male","","Ireland",""
"No","6-25","No","Yes","I don't know","I don't know","Neither easy nor difficult","No","No",30,"Male","Minnesota","United States of America","Minnesota"
"No","6-25","No","Yes","I don't know","I don't know","Somewhat difficult","No","I don't know",39,"Male","Oregon","United States of America","Oregon"
"No","100-500","No","Yes","I don't know","I don't know","Somewhat easy","Maybe","No",36,"Male","California","United States of America","California"
"No","6-25","No","Yes","No","I don't know","Very easy","Maybe","Yes",34,"Male","","United Kingdom",""
"No","26-100","Yes","Yes","Yes","I don't know","Very difficult","No","I don't know",25,"Female","Minnesota","United States of America","Minnesota"
"No","26-100","No","No","I don't know","I don't know","Somewhat difficult","Maybe","Yes",28,"Male","","Finland",""
"No","More than 1000","Yes","Yes","Yes","No","Somewhat easy","Yes","Yes",38,"Male","Indiana","United States of America","Indiana"
"No","100-500","No","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",39,"Male","Massachusetts","United States of America","Massachusetts"
"No","6-25","No","No","I don't know","I don't know","Somewhat difficult","Maybe","I don't know",32,"Male","Minnesota","United States of America","Minnesota"
"No","26-100","No","No","I don't know","I don't know","Somewhat difficult","No","I don't know",27,"Female","New York","United States of America","New York"
"No","500-1000","Yes","Yes","Yes","I don't know","Somewhat difficult","Maybe","I don't know",31,"Female","Oregon","United States of America","Pennsylvania"
"No","26-100","No","Yes","I don't know","I don't know","Neither easy nor difficult","No","No",30,"Female","","United Kingdom",""
"Yes","","No",NA,"","","","","",34,"Male","","United Kingdom",""
"No","26-100","No","Yes","I don't know","I don't know","I don't know","No","I don't know",26,"Male","Florida","United States of America","Illinois"
"No","100-500","Yes","Yes","Yes","No","Somewhat easy","Maybe","I don't know",27,"Female","","United Kingdom",""
"No","26-100","No","Yes","I don't know","I don't know","Somewhat difficult","Maybe","I don't know",29,"Male","Minnesota","United States of America","Minnesota"
"Yes","","No",NA,"","","","","",37,"Female","","Canada",""
"Yes","","Yes",NA,"","","","","",49,"Female","Maryland","United States of America","Maryland"
"No","More than 1000","No","No","I don't know","I don't know","Somewhat easy","No","Yes",39,"Male","New York","United States of America","New York"
"Yes","","No",NA,"","","","","",42,"Male","","China",""
"No","500-1000","Yes","Yes","Yes","Yes","Neither easy nor difficult","Maybe","No",28,"Male","New York","United States of America","New York"
"Yes","","No",NA,"","","","","",33,"Male","Texas","United States of America","Texas"
"Yes","","No",NA,"","","","","",30,"Female","","United Kingdom",""
"No","26-100","Yes","Yes","Yes","Yes","Neither easy nor difficult","Yes","I don't know",70,"Male","California","United States of America","California"
"No","6-25","Yes","Yes","No","I don't know","Neither easy nor difficult","No","Yes",25,"Male","","Germany",""
"No","26-100","Yes","Yes","I don't know","I don't know","Neither easy nor difficult","Yes","Yes",45,"Male","","United Kingdom",""
"No","More than 1000","Yes","No","Yes","Yes","Neither easy nor difficult","Yes","I don't know",63,"Female","North Carolina","United States of America","North Carolina"
"No","26-100","No","Yes","Yes","Yes","Somewhat difficult","Maybe","I don't know",40,"Male","Colorado","United States of America","Colorado"
"No","26-100","Yes","Yes","Yes","I don't know","Very easy","Maybe","Yes",39,"Male","Florida","United States of America","Florida"
"No","6-25","Yes","Yes","Yes","I don't know","Somewhat easy","Maybe","Yes",31,"Female","Oregon","United States of America","Wisconsin"
"No","26-100","No","Yes","No","I don't know","Very difficult","No","No",34,"Male","California","United States of America","California"
"Yes","","Yes",NA,"","","","","",44,"Male","","United Kingdom",""
"No","500-1000","No","Yes","Not eligible for coverage / N/A","I don't know","Somewhat easy","Maybe","I don't know",45,"Male","","Ireland",""
"No","100-500","Yes","No","Yes","Yes","Very easy","Yes","Yes",43,"Male","Alabama","United States of America","Alabama"
"No","26-100","No","Yes","Yes","Yes","Somewhat easy","Maybe","Yes",29,"Male","Tennessee","United States of America","Tennessee"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","I don't know",27,"Others","Texas","United States of America","Texas"
"No","100-500","Yes","Yes","Yes","Yes","Somewhat difficult","Maybe","Yes",37,"Male","New Mexico","United States of America","New Mexico"
"No","100-500","Yes","Yes","Yes","I don't know","I don't know","Maybe","No",41,"Others","Wisconsin","United States of America","Wisconsin"
"No","26-100","Yes","Yes","Yes","I don't know","Neither easy nor difficult","No","I don't know",30,"Female","California","United States of America","California"
"No","26-100","Yes","Yes","Yes","I don't know","Somewhat difficult","No","I don't know",28,"Male","Maryland","United States of America","Maryland"
"No","More than 1000","No","Yes","I don't know","I don't know","I don't know","Maybe","No",28,"Male","Oregon","United States of America","Oregon"
"Yes","","Yes",NA,"","","","","",39,"Male","","Switzerland",""
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Very difficult","No","I don't know",22,"Male","","United Kingdom",""
"No","26-100","No","Yes","Yes","I don't know","Very easy","Maybe","Yes",31,"Male","Massachusetts","United States of America","Massachusetts"
"No","26-100","No","Yes","No","No","Somewhat difficult","No","No",29,"Male","","United Kingdom",""
"No","100-500","No","Yes","No","I don't know","Somewhat easy","No","No",33,"Male","","Israel",""
"No","100-500","No","Yes","I don't know","I don't know","Very easy","Maybe","I don't know",37,"Male","","Germany",""
"No","100-500","No","Yes","I don't know","I don't know","I don't know","Maybe","Yes",42,"Male","Texas","United States of America","Texas"
"No","6-25","Yes","Yes","I don't know","Yes","Somewhat easy","Yes","No",31,"Male","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",34,"Male","Oregon","United States of America","Oregon"
"Yes","","Yes",NA,"","","","","",49,"Female","Maryland","United States of America","Maryland"
"No","26-100","No","Yes","Yes","I don't know","I don't know","Maybe","Yes",29,"Male","","Canada",""
"No","More than 1000","Yes","Yes","Yes","I don't know","Very easy","Maybe","I don't know",40,"Male","Iowa","United States of America","Iowa"
"No","26-100","Yes","Yes","I don't know","Yes","Somewhat easy","Maybe","Yes",46,"Female","","Netherlands",""
"Yes","","Yes",NA,"","","","","",31,"Female","Minnesota","United States of America","Minnesota"
"No","100-500","No","No","Yes","Yes","Very easy","Maybe","Yes",43,"Male","","Denmark",""
"Yes","","No",NA,"","","","","",45,"Male","","Germany",""
"No","6-25","No","Yes","No","I don't know","I don't know","No","I don't know",32,"Male","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",38,"Male","Wisconsin","United States of America","Wisconsin"
"No","More than 1000","Yes","Yes","Yes","I don't know","Very easy","Maybe","I don't know",40,"Male","","Netherlands",""
"No","26-100","Yes","No","No","I don't know","Neither easy nor difficult","Maybe","I don't know",38,"Male","","Germany",""
"No","100-500","Yes","Yes","No","I don't know","Very difficult","Maybe","I don't know",32,"Male","","United Kingdom",""
"No","More than 1000","No","No","I don't know","No","Somewhat difficult","No","No",37,"Male","","Mexico",""
"Yes","","Yes",NA,"","","","","",24,"Male","","Sweden",""
"Yes","","No",NA,"","","","","",25,"Female","Ohio","United States of America","Ohio"
"No","6-25","No","Yes","No","I don't know","Very easy","Maybe","Yes",24,"Male","Minnesota","United States of America","Minnesota"
"No","More than 1000","No","No","I don't know","I don't know","Very difficult","No","No",34,"Female","Ohio","United States of America","Ohio"
"Yes","","Yes",NA,"","","","","",55,"Male","Pennsylvania","United States of America","Pennsylvania"
"No","100-500","Yes","No","Yes","I don't know","Neither easy nor difficult","Maybe","I don't know",32,"Male","Minnesota","United States of America","Minnesota"
"No","1-5","No","Yes","No","I don't know","Very easy","No","I don't know",29,"Male","","Romania",""
"No","More than 1000","No","Yes","Not eligible for coverage / N/A","I don't know","Very easy","Maybe","I don't know",20,"Male","Massachusetts","United States of America","Massachusetts"
"No","More than 1000","No","No","Yes","Yes","Somewhat difficult","Maybe","No",41,"Male","Utah","United States of America","Utah"
"No","6-25","Yes","Yes","Yes","Yes","Very easy","Yes","Yes",33,"Female","California","United States of America","California"
"No","26-100","Yes","Yes","I don't know","I don't know","Somewhat easy","Maybe","Yes",25,"Male","California","United States of America","California"
"Yes","","No",NA,"","","","","",29,"Male","","United Kingdom",""
"No","More than 1000","Yes","Yes","Yes","Yes","Somewhat difficult","Yes","No",24,"Others","California","United States of America","California"
"No","100-500","Yes","Yes","I don't know","I don't know","I don't know","Yes","I don't know",39,"Male","Colorado","United States of America","Colorado"
"No","500-1000","No","No","Yes","Yes","Somewhat easy","No","Yes",39,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",44,"Male","","United Kingdom",""
"Yes","","Yes",NA,"","","","","",30,"Female","","Netherlands",""
"No","6-25","No","Yes","No","I don't know","Somewhat easy","Yes","I don't know",31,"Male","","Denmark",""
"No","1-5","Yes","Yes","Not eligible for coverage / N/A","Yes","Very easy","Yes","Yes",37,"Male","","United Kingdom",""
"No","6-25","Yes","Yes","Not eligible for coverage / N/A","I don't know","Somewhat difficult","Maybe","No",42,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",35,"Male","","Canada",""
"No","26-100","Yes","No","I don't know","I don't know","I don't know","No","No",30,"Male","North Carolina","United States of America","North Carolina"
"No","More than 1000","No","Yes","Yes","I don't know","I don't know","No","I don't know",30,"Male","","Canada",""
"No","26-100","No","Yes","Yes","I don't know","Very difficult","Maybe","I don't know",33,"Male","Illinois","United States of America","Illinois"
"No","More than 1000","No","No","Not eligible for coverage / N/A","I don't know","Neither easy nor difficult","Maybe","I don't know",31,"Male","Illinois","United States of America","Illinois"
"No","More than 1000","Yes","No","Yes","Yes","Somewhat difficult","No","No",39,"Female","Ohio","United States of America","Ohio"
"No","26-100","No","No","No","Yes","I don't know","Yes","Yes",27,"Male","","Germany",""
"Yes","","Yes",NA,"","","","","",34,"Male","","United Kingdom",""
"No","6-25","No","Yes","No","I don't know","I don't know","No","No",31,"Male","Florida","United States of America","Florida"
"No","More than 1000","Yes","Yes","Yes","I don't know","Very difficult","Maybe","No",30,"Female","Michigan","United States of America","California"
"No","26-100","Yes","Yes","Yes","Yes","Very easy","Maybe","Yes",34,"Male","Ohio","United States of America","Illinois"
"No","6-25","No","Yes","Not eligible for coverage / N/A","I don't know","Neither easy nor difficult","Maybe","I don't know",20,"Others","","Canada",""
"Yes","","Yes",NA,"","","","","",39,"Male","Wisconsin","United States of America","Wisconsin"
"No","More than 1000","Yes","Yes","I don't know","I don't know","Somewhat difficult","No","I don't know",50,"Female","Utah","United States of America","Utah"
"No","1-5","No","No","No","No","Very difficult","No","I don't know",22,"Male","California","United States of America","California"
"No","100-500","No","Yes","Yes","I don't know","Somewhat easy","No","I don't know",41,"Male","","Spain",""
"No","26-100","No","Yes","No","I don't know","Somewhat easy","Maybe","I don't know",37,"Male","","Germany",""
"No","100-500","Yes","Yes","Yes","Yes","Very easy","No","Yes",32,"Male","Texas","United States of America","Texas"
"Yes","","Yes",NA,"","","","","",26,"Male","","Austria",""
"No","6-25","No","Yes","Yes","Yes","Somewhat easy","Yes","I don't know",38,"Male","","Netherlands",""
"Yes","","No",NA,"","","","","",21,"Male","","United Kingdom",""
"No","6-25","Yes","Yes","Yes","I don't know","I don't know","No","I don't know",27,"Male","Colorado","United States of America","Colorado"
"No","1-5","Yes","No","No","No","Very difficult","No","No",37,"Female","Louisiana","United States of America","Louisiana"
"Yes","","No",NA,"","","","","",45,"Male","","United Kingdom",""
"Yes","","No",NA,"","","","","",26,"Male","New York","United States of America","New York"
"No","6-25","No","No","I don't know","I don't know","Very difficult","Maybe","I don't know",30,"Female","New York","United States of America","New York"
"No","More than 1000","Yes","Yes","No","I don't know","Somewhat difficult","No","I don't know",21,"Male","Tennessee","United States of America","Tennessee"
"No","More than 1000","Yes","No","I don't know","I don't know","Neither easy nor difficult","No","No",21,"Male","Massachusetts","United States of America","New York"
"Yes","","No",NA,"","","","","",29,"Male","","Germany",""
"No","More than 1000","No","No","Yes","Yes","Somewhat easy","No","I don't know",46,"Male","Missouri","United States of America","Missouri"
"No","500-1000","Yes","Yes","Yes","I don't know","Somewhat easy","Yes","No",28,"Male","California","United States of America","California"
"No","100-500","Yes","No","Yes","Yes","I don't know","No","No",26,"Male","Pennsylvania","United States of America","Pennsylvania"
"Yes","","Yes",NA,"","","","","",37,"Female","Connecticut","United States of America","Connecticut"
"No","More than 1000","No","Yes","Yes","Yes","Neither easy nor difficult","No","I don't know",44,"Male","Ohio","United States of America","Ohio"
"Yes","","Yes",NA,"","","","","",45,"Female","California","United States of America","California"
"No","1-5","No","Yes","I don't know","I don't know","Somewhat easy","Yes","Yes",35,"Female","Massachusetts","United States of America","Massachusetts"
"No","26-100","Yes","Yes","Yes","Yes","I don't know","Maybe","I don't know",39,"Male","Michigan","United States of America","Michigan"
"No","More than 1000","Yes","No","I don't know","I don't know","I don't know","No","I don't know",37,"Female","Connecticut","United States of America","Connecticut"
"No","100-500","No","No","No","I don't know","Neither easy nor difficult","No","I don't know",35,"Male","Florida","United States of America","Florida"
